742:00:00,8580,2137,15
743:00:00,6018,1952,11
744:00:00,14596,3273,37
745:00:00,14146,2340,18
746:00:00,28318,21757,1810
747:00:00,13178,12073,564
748:00:00,16442,14713,817
749:00:00,5989,5273,98
750:00:00,10797,2459,19
751:00:00,12033,11066,485
752:00:00,5416,771,2
753:00:00,18703,12268,570
754:00:00,29940,1251,4
755:00:00,18025,14008,757
756:00:00,24006,7928,221
757:00:00,6683,4549,73
758:00:00,10433,787,2
759:00:00,30488,21359,1796
760:00:00,27789,15754,930
761:00:00,772,711,3
762:00:00,24653,21229,1704
763:00:00,10281,1765,10
764:00:00,18463,6856,170
765:00:00,549,530,2
766:00:00,9226,3048,30
767:00:00,32025,1543,8
768:00:00,21459,17537,1162
769:00:00,13173,3528,41
770:00:00,7251,5167,95
771:00:00,27351,7943,223
772:00:00,14571,3098,33
773:00:00,6529,458,0
774:00:00,8658,3380,37
775:00:00,91,89,0
776:00:00,17904,7809,229
777:00:00,26321,1220,5
778:00:00,28009,23009,2055
779:00:00,22345,16675,1073
780:00:00,17817,1061,4
781:00:00,25466,12220,570
782:00:00,175,129,0
783:00:00,1353,1172,4
784:00:00,4988,3322,37
785:00:00,7024,1537,8
786:00:00,30671,994,3
787:00:00,22862,4660,71
788:00:00,1164,8,0
789:00:00,16097,10892,460
790:00:00,31736,21515,1782
791:00:00,23369,2504,20
792:00:00,2969,2936,31
793:00:00,18405,4613,78
794:00:00,5751,2456,23
795:00:00,31486,9970,358
796:00:00,12774,6476,150
797:00:00,8503,860,3
798:00:00,11244,124,0
799:00:00,7707,4814,76
800:00:00,16553,11609,532
801:00:00,28305,6597,151
802:00:00,22680,16743,1085
803:00:00,5381,4721,77
804:00:00,16893,1441,6
805:00:00,9824,4022,53
806:00:00,11832,6123,133
807:00:00,9453,7530,202
808:00:00,17788,11013,462
809:00:00,26352,22465,1981
810:00:00,13658,10053,388
811:00:00,28308,17599,1182
812:00:00,29357,335,1
813:00:00,7519,1853,12
814:00:00,6435,470,1
815:00:00,29982,11856,536
816:00:00,20290,19842,1528
817:00:00,21241,9455,338
818:00:00,12712,1974,12
819:00:00,22729,9910,368
820:00:00,27459,20523,1588
821:00:00,32098,31174,3658
822:00:00,19014,473,1
823:00:00,5169,1456,8
824:00:00,2909,1553,9
825:00:00,21893,4173,58
826:00:00,12079,11967,530
827:00:00,12565,10056,371
828:00:00,26142,13826,713
829:00:00,19810,8323,241
830:00:00,19452,5046,86
831:00:00,4687,452,1
832:00:00,17891,4248,64
833:00:00,8749,2745,28
834:00:00,7151,5588,110
835:00:00,420,134,0
836:00:00,14879,14834,851
837:00:00,8136,804,2
838:00:00,32200,134,1
839:00:00,1596,630,2
840:00:00,3867,2716,26
841:00:00,25269,3939,57
842:00:00,2821,2087,14
843:00:00,9218,3957,57
844:00:00,673,50,0
845:00:00,25796,5714,117
846:00:00,12713,6831,159
847:00:00,4373,3499,42
848:00:00,9943,7075,180
849:00:00,5765,227,0
850:00:00,4204,2219,17
851:00:00,1697,1262,5
852:00:00,3003,208,0
853:00:00,26340,20497,1642
854:00:00,16219,5035,94
855:00:00,4213,1615,9
856:00:00,15437,11287,480
857:00:00,28206,8265,251
858:00:00,27168,4661,71
859:00:00,6431,4801,78
860:00:00,14686,6797,157
861:00:00,10078,2335,22
862:00:00,10151,7254,195
863:00:00,28765,6054,124
864:00:00,21512,14213,771
865:00:00,32379,21629,1814
866:00:00,16926,11964,524
867:00:00,1359,402,0
868:00:00,30441,1724,10
869:00:00,111,70,0
870:00:00,19838,12668,591
871:00:00,23662,7258,195
872:00:00,13963,3939,55
873:00:00,5640,4753,79
874:00:00,15552,1087,3
875:00:00,23267,3747,50
876:00:00,1287,929,3
877:00:00,6450,3651,48
878:00:00,11935,3567,46
879:00:00,1927,1540,7
880:00:00,17589,5410,108
881:00:00,896,707,1
882:00:00,11082,2931,31
883:00:00,31600,10798,411
884:00:00,14442,1740,9
885:00:00,27458,8966,289
886:00:00,14949,7182,191
887:00:00,24684,8143,242
888:00:00,14651,2892,27
889:00:00,31726,12856,654
890:00:00,4154,3045,31
891:00:00,3627,2172,17
892:00:00,28244,7874,228
893:00:00,15510,3068,33
894:00:00,126,80,0
895:00:00,10750,10516,422
896:00:00,5119,2040,13
897:00:00,12525,486,1
898:00:00,31498,10241,410
899:00:00,6219,557,0
900:00:00,27291,10668,424
901:00:00,831,98,0
902:00:00,32603,2058,14
903:00:00,26223,16024,1016
904:00:00,26956,4599,71
905:00:00,570,403,1
906:00:00,14212,4186,64
907:00:00,2742,1544,7
908:00:00,31989,16196,1012
909:00:00,900,466,0
910:00:00,15989,465,0
911:00:00,4945,956,4
912:00:00,10855,10217,399
913:00:00,12129,7166,178
914:00:00,19236,10676,423
915:00:00,25010,21121,1723
916:00:00,11837,1585,8
917:00:00,246,100,0
918:00:00,6698,3541,42
919:00:00,17824,11147,484
920:00:00,28996,24100,2268
921:00:00,4820,3604,49
922:00:00,3651,205,1
923:00:00,26644,5679,111
924:00:00,5928,407,1
925:00:00,12528,2872,30
926:00:00,14773,799,2
927:00:00,10100,4229,64
928:00:00,4615,380,0
929:00:00,10323,7871,219
930:00:00,13167,6758,161
931:00:00,28998,1693,9
932:00:00,1284,616,1
933:00:00,23481,788,2
934:00:00,22374,5240,106
935:00:00,30073,19156,1463
936:00:00,15699,1271,5
937:00:00,25011,6562,156
938:00:00,29436,13383,686
939:00:00,28890,11532,492
940:00:00,29674,1942,12
941:00:00,25685,19816,1508
942:00:00,31451,27237,2854
943:00:00,4241,4066,102
944:00:00,11109,6111,133
945:00:00,20332,17561,1230
946:00:00,8497,2596,22
947:00:00,23590,5632,108
948:00:00,11486,3865,49
949:00:00,31879,21679,1821
950:00:00,3427,2476,22
951:00:00,22397,8043,240
952:00:00,8246,2997,30
953:00:00,16310,2313,17
954:00:00,2368,183,0
955:00:00,15754,7290,201
956:00:00,15703,8067,246
957:00:00,32413,250,0
958:00:00,29169,12534,592
959:00:00,4207,951,3
960:00:00,21012,1035,3
961:00:00,8288,3363,39
962:00:00,15544,14769,805
963:00:00,24436,3486,40
964:00:00,11538,2273,21
965:00:00,32709,29052,3305
966:00:00,1296,250,0
967:00:00,21378,4524,75
968:00:00,1362,993,3
969:00:00,22997,2176,14
970:00:00,11020,6618,159
971:00:00,30377,351,0
972:00:00,9479,9,0
973:00:00,16029,5640,114
974:00:00,9549,5159,90
975:00:00,9753,158,0
976:00:00,22906,6049,129
977:00:00,22182,21056,1735
978:00:00,17877,2595,21
979:00:00,11754,11456,509
980:00:00,27348,9566,332
981:00:00,26538,6515,155
982:00:00,32490,1808,10
983:00:00,12564,9797,338
984:00:00,10535,5969,127
985:00:00,21319,21032,1727
986:00:00,23562,4510,77
987:00:00,15499,3311,38
988:00:00,23046,2078,14
989:00:00,14739,1065,3
990:00:00,18067,11858,543
991:00:00,5465,4258,64
992:00:00,26809,1172,4
993:00:00,20966,15143,882
994:00:00,30670,15678,962
995:00:00,7457,4552,78
996:00:00,12008,10966,482
997:00:00,29337,27112,2906
998:00:00,18519,6381,145
999:00:00,11130,9747,346
